f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
-0.48635778765257776,-0.5118586745509796,-0.01152784047345274,-1.4143740147648427,0.6902261579281543,0.10363176787738082,-0.13929303285329853,0.17325168007477543,-1.3882545387687015,0.503474585789081,0
-2.1040350947630273,0.8274025294802455,-2.1949631273784616,1.0254550183749944,-2.2489163029525714,0.07769320186175352,0.5783401239187116,-0.009703196800984484,-0.0993447598033782,0.8845558272887223,0
-1.4959643540016607,-0.7996043397681811,0.6759111648821774,-1.9043484532584039,0.607879624110909,-1.1238360334896078,1.094030704908543,0.9420786338388751,-2.420557528179745,-0.25621317089464823,0
-0.8495504308688926,-0.40977374971960184,-0.24619453442141814,-1.2755390464624154,0.35545110365535937,-0.0017875240031071105,0.05689896056989696,0.23707457449403008,-1.4528271437493063,0.5380186954659667,0
-1.926665180529108,0.9069438610526579,-2.2934179429401365,1.2009143042455208,-2.290518650549092,0.24397142860806406,0.41445457490723236,-0.13152279742920583,0.15003337240502979,0.9555349288046616,0
-0.061712688810031224,-0.4373931050507326,-0.36607176822244103,-1.3665650171069712,0.819187879384185,0.730885774951027,-0.7715319144314589,-0.18556337031156195,-1.0714241651650291,0.9580369216272376,0
-2.1135907110725594,0.27080761613151066,-2.0176119760664197,-0.3894856902985603,-1.2647258627396272,0.36911437541652325,0.16153092519414602,0.0305382252387445,-1.244888631260038,1.3706703983868895,1
-1.9470623412306716,0.5262114215822359,-3.0941841470826077,-0.22685783914107288,-1.4910441409868493,1.4214792010925834,-0.754269809514488,-0.539361958763305,-0.8948342275019661,2.365333634816822,0
-0.6936896858675817,-0.5589427462446657,0.22226780355794595,-1.4364565268693865,0.6380458647207008,-0.2582615530249247,0.2168327491925759,0.37657096274667956,-1.549200940462152,0.2237813106717167,0
1.9290553420026986,-1.0109532995726094,1.261711837706898,-1.9953171211919716,2.630375700104808,0.9549560991712888,-1.530243337683222,-0.3730243518751592,-0.6536982792772104,0.3856481826279179,0
-0.7729221684842732,0.46573240518478337,0.8071833537601273,1.616920811753054,-1.354173968763848,-1.84296595693817,1.953281106221955,0.7837092707346062,0.7515678875920672,-1.7703006426427887,1
0.8602459625920404,-0.9057687492159879,1.1300741057913732,-1.835533299656469,1.9203300801359735,0.2169690593287522,-0.6195124121515339,0.06534111601182063,-1.1072598907854065,0.07619610198493354,0
-1.4460313068425117,0.09454527400198587,-1.554801782904024,-0.5982856581166405,-0.6746794930786543,0.5191467295533095,-0.15628867441095184,-0.07068251721555002,-1.0932813236079049,1.256001176957416,0
1.4399256110318657,-0.2548442543426973,-1.5607300967033937,-1.386168703482893,1.4139380467600997,2.95656252678349,-3.0365684020476618,-1.433234217775998,-0.10731229012059584,2.597332350910487,0
0.6247514477368886,-0.6936786378165218,0.37990938619186493,-1.6493776264838131,1.5237012202261941,0.6615476478684342,-0.9165637855710632,-0.16689087379470574,-1.0016486616472007,0.6173136762441493,0
-1.191937884015647,0.05183347786585085,-0.5448913836041834,-0.19678701538270105,-0.6149872167817496,-0.3388323682190274,0.5587239059939316,0.292372484161566,-0.7548060834259112,0.20384625260135347,0
-1.287730475156864,-0.2893852015253998,-0.6120084213849226,-1.1567048551011805,-0.031440499430192004,-0.03789689625315529,0.2102988888014531,0.27421214946949235,-1.559339275130247,0.6801699712531369,0
-0.8531663808624763,-0.3551455959474982,-0.4282652475183777,-1.218908901300007,0.2803563631984045,0.14275977826434083,-0.05818638315329128,0.15633496295965194,-1.3883015284838331,0.6820410840065121,0
-1.6633375954596832,-0.3366058707225592,0.2507097838838839,-0.8752273203715583,-0.2588329640955461,-1.1976736943019097,1.3228938827535828,0.8563063669146984,-1.6491359389761928,-0.3893567511383731,0
-0.9208442178636125,-0.36183152859402545,-0.8212087216182672,-1.4363345191195291,0.3152912613110015,0.5200013134893274,-0.38841070746769224,-0.001342304743730982,-1.5510242966519785,1.1303003732394759,0
-1.9042946335288826,1.1725508907096205,-1.9630213976933166,2.083758820916508,-2.811181852238434,-0.32684805385823545,1.001046315504699,0.03990361672255477,0.8212362507357298,0.24227465059110398,0
0.8332686893532979,0.8757051704181873,-0.8526940922026403,1.9854169645505726,-1.0542203646730288,0.7587124180115793,-0.6101007885333066,-0.7149082599366491,2.136467587795577,0.16233735194236243,1
-2.544768720215824,0.45320530354969646,-1.2043427295383338,0.4842563015490643,-1.931482807309536,-0.9801143438379134,1.5206566048237238,0.6347963565160991,-0.8913454945772598,0.05429024780042313,0
-0.6077395771463873,0.020519774902535304,1.5171412586880335,0.7774891597578343,-0.5621249309291212,-2.0915795067733796,2.0219867516925496,1.0084803688227337,0.09492141616309535,-1.994128110025287,0
-0.639227253439936,0.6869368883616267,-1.6015046495540248,1.0221053447247104,-1.342198164164452,0.6431270110438924,-0.26466700578925223,-0.4122771432981951,0.6434501584916714,0.8195410495733413,1
-1.501032517633447,0.18867600724341738,-2.172685187849933,-0.6548308718614384,-0.7846520696123811,1.0583373411795447,-0.6077780433881151,-0.33306272169748685,-1.094828445724903,1.8457810947107967,0
-2.4608025720344475,0.6553370778723253,-3.49507617387622,-0.10604783389355643,-1.9267810943912544,1.359679973792165,-0.560121102548918,-0.48346576658721147,-1.0377029811650802,2.5142085177559252,0
-2.032706454043538,-0.31483505982581944,-0.9026490196479393,-1.4110175785500674,-0.3175795596654092,-0.252408316993174,0.5459169805093191,0.47576033277380175,-2.140922569327609,0.8214677101209045,0
-1.2830612012599951,0.8507378920459595,-1.7784866750050934,1.3408875707911674,-1.9388964910025923,0.21512157355596723,0.29685441094447534,-0.18614709970553073,0.5578954891642154,0.621918777853095,0
-1.0320462355984092,0.2299436133311363,-2.5275205529790763,-0.6943634235839007,-0.5728399840537186,1.7476835054634647,-1.3143328308642028,-0.7153648115448951,-0.822326952110072,2.3560429972475125,0
0.05921220134434063,0.06549476277887895,-2.376505374052595,-1.0032716483297468,0.2537248277699182,2.5334447924333836,-2.289289154706927,-1.1600144371166232,-0.47650691339625884,2.723967730172033,0
-1.6955776125379705,-0.08352706280035199,-1.7486782890930652,-1.1892874457143514,-0.4475153762580405,0.6995714387726347,-0.31957637415710427,-0.06437375499578624,-1.676594426561811,1.6288996475962307,0
1.3191677701524043,0.6215496121894961,0.473066717446301,1.986041860328302,-0.538184055524768,-0.0815918868188028,-0.01599684079106445,-0.32593577557779085,2.2493548102018446,-0.9234481180120422,1
2.1613920857437603,-0.8269844852656341,0.48006128815759946,-1.8750900483053736,2.5247511636006457,1.8023429366525763,-2.2932495983236607,-0.8382412282661705,-0.33573907932478386,1.1442925053794841,0
-2.2133054101303964,0.4100695869205134,-0.8550688391968255,0.5599015342210416,-1.736675578872424,-1.0726405069367932,1.5265285908224435,0.6456920342700552,-0.6885242293737392,-0.19837718423324735,0
1.1893014923305336,-0.6874332758092252,0.18237525482902203,-1.6998950743555814,1.8246719799531315,1.2833710703173555,-1.5906871790169985,-0.5209280213557999,-0.7033706644965484,1.0166235070016993,0
-1.0250420591451077,-0.5017525990063116,-0.44010370561672546,-1.6300532894953839,0.46290960237189327,0.15761533881476564,-0.078162985706976,0.21686664085679996,-1.807835048659526,0.8261384290677091,0
