x1,x2,y
0.5467998155395758,0.3069654265410118,-1
0.1345320705856514,0.0500271903653316,-1
0.203988044469732,-0.0167056674545095,-1
0.4038951116623184,0.2169077320398763,-1
0.4335735160149427,0.2568085270765637,-1
0.4286786237517569,0.56853851060764,-1
0.4124164053638938,0.6501986450811051,-1
0.7305220138656603,0.4460647167901036,-1
0.4268158153244044,0.5540227952679743,-1
0.6108783201129194,0.8096689715720538,-1
0.3657739034421765,0.1309047681719552,-1
0.7525003545819258,0.7427732355812504,-1
0.5040420341133073,0.4270495015432538,-1
0.2875268936426287,0.7315742030009836,-1
0.4385112607471437,0.2513037387266236,-1
0.1589800897891207,0.0779607184795104,-1
0.5679911281393129,0.4150387493778544,-1
0.3759281447170086,0.2393841730586116,-1
0.2013553498224262,0.0113537478185292,-1
0.1346965397457476,-0.0104489095599859,-1
0.2750380417158536,0.0369493004635983,-1
0.1884651537786606,0.0340607301661384,-1
0.0718268483658083,0.0073992810071955,-1
0.4714563813097712,0.3794215990692292,-1
0.79399606701386,0.5943138577742475,-1
0.0110177782476774,0.0029630236865213,-1
0.3472377516501735,0.131598891082321,-1
0.0372021894141204,0.0045605247859639,-1
0.0757359548569233,0.0187029759131437,-1
0.3171810641930417,0.1412454479137474,-1
0.3540723070002183,0.1598256574518111,-1
0.6504507805135997,0.3856876798608501,-1
0.512003191793017,0.2249167731518939,-1
0.2928992556417249,0.200104673224358,-1
0.4655491049262679,0.4718222804838733,-1
0.682875031961586,0.8393787560857489,-1
0.2813040751561184,0.1636375683437684,-1
0.5027699089026332,0.3504076909775437,-1
0.3805915707499041,0.164028613903343,-1
0.1639189667281419,0.0040390102359803,-1
0.4086941234179258,0.0821959185942802,-1
0.464641637661635,0.1229653251521723,-1
0.1554205712067664,0.0176404494765547,-1
0.0391000431346029,-0.0014639470011155,-1
0.2693013217600205,0.0285071800361908,-1
0.5393210485639596,0.759406945521343,-1
0.2695732293337974,0.0738963880831974,-1
0.6329842424815224,0.7033668408303813,-1
0.5444171373841964,0.4623721940746973,-1
0.0975232976741792,0.0245775515780813,-1
0.4380918193354227,0.3073378431847393,-1
0.1248680384202123,0.0571572701092144,-1
0.1581929387543803,0.0093689088199421,-1
0.7540444129761414,0.4836575182222987,-1
0.511381857272087,0.3474112330843225,-1
0.1108782042835955,-0.0089767191253855,-1
