x1,x2,y
1.2273951287747489,-0.453833888809641,1
0.2029528206808363,-0.2098697218046348,1
0.2954295829746882,-0.200068921948295,1
1.292321724526545,-0.4216395399077197,1
0.5334384345315006,0.8156182472816209,-1
1.124606963411113,-0.5047471786363422,1
1.8962047039035272,0.1196782021810821,1
-0.915183947562127,0.0485757038952081,-1
-0.8592855415825792,0.5155405568102417,-1
0.0920457121638808,0.0478177468063037,1
-0.5738675637585,0.8370641147694353,-1
-0.2455698193636303,0.9832802644857792,-1
0.7299653448145025,-0.4437537062640393,1
-0.1405520797989048,1.016227952058997,-1
1.0744408868241948,-0.4376858720447427,1
0.3806129180527702,-0.27616812556306,1
1.714115628470263,-0.155559869046257,1
0.3527696084989983,-0.2863775491065032,1
-0.5341529747798636,0.8715859974152851,-1
-0.9935575129689596,0.1289173695939607,-1
0.9981370984392348,0.3006559603116879,-1
0.0065308584417462,0.5259205311126016,1
2.042035286496678,0.3630610646262865,1
-0.8887438414750225,0.4588009338547947,-1
0.858695821685054,0.4205905466910982,-1
1.4602934493828164,-0.4507480670766072,1
1.899879502659476,-0.0788515333295774,1
-0.9346199631167096,0.3788673755490109,-1
0.0987818785877181,1.0409858472213926,-1
0.8567232154764091,-0.497383042830492,1
1.016828153188299,-0.5429944425427876,1
0.8881908099152186,0.3673886700163624,-1
0.6984162461664432,-0.4285639435976764,1
2.0577781388045637,0.4870943962100876,1
0.6315534618966048,0.7689897052072382,-1
-0.0463659073667247,0.9978924950602038,-1
0.0866948226383218,0.1364481682773618,1
0.996058672429298,0.0161963068900521,-1
0.1563177873387123,-0.0421392055473816,1
0.4723587816056283,-0.3404910481032732,1
0.9892013712294015,-0.0177566479978809,-1
0.6618729311041487,0.7208768525216407,-1
0.0082813302095953,0.989313385637875,-1
-0.7496243207648934,0.680742566733505,-1
0.791561924198008,0.6042974856115106,-1
1.8176414411150423,-0.0887029584125158,1
0.2150001785669433,0.9573288120129912,-1
-0.5917447607014086,0.8105977871545036,-1
1.941412499803464,0.3679665526156319,1
-0.9200278476188068,0.2922579910349792,-1
-0.7910385729898411,0.5709266091503153,-1
1.998064957530033,0.1990048045446678,1
0.7275695413048776,0.6914382271823993,-1
-0.2788714226191445,0.9683609362102834,-1
0.1672444727473127,-0.0340426393863784,1
0.7255552390134047,0.7375321753823638,-1
-0.4650510322853099,0.8468920137180895,-1
0.1678334386063055,0.9823103755673994,-1
0.7176889345021428,-0.4796805704460891,1
0.0336501615043458,0.389480189693477,1
0.522461948459835,0.8496341845115878,-1
1.8798773128022883,0.1232052786276437,1
0.2896178339849451,0.940273304656193,-1
1.017791131063056,-0.4814707116939927,1
0.5525890325355389,-0.372886822020243,1
0.5898606743455304,-0.386048774655008,1
-0.6330998080883057,0.7468931548287207,-1
1.8490998526060467,0.0075022834239614,1
0.0636390772137108,0.1743285306584728,1
0.137982331787925,0.0444098032564422,1
1.533874382240413,-0.3316056623588397,1
0.3277902180700075,-0.1856757336681967,1
1.3626941420636252,-0.4328892515385171,1
-0.9253675122875382,0.3992997687849703,-1
-0.3577001526155252,0.9775440415717156,-1
0.9109724170652228,0.2028464166139139,-1
0.3269084080336615,0.9486786770077836,-1
-0.973794068436579,0.3696552547797321,-1
1.6513288965982025,-0.2250047318367885,1
0.4902092338914557,0.8779559455839577,-1
-1.0096828307865235,0.100805431667558,-1
1.3174063887987717,-0.4193771400932451,1
1.8125479576026773,-0.1369627959056096,1
0.8316120008483453,0.5067813148512762,-1
-0.7112661505827051,0.6817751825756148,-1
0.0574341402105389,0.4708446789716675,1
-0.3933527994055644,0.9314504117505844,-1
0.036983727591793,0.224172481479656,1
2.041089627963677,0.4139435560548745,1
-0.0006296801631717,0.2899790073672975,1
0.3962602801817097,0.9687972332002918,-1
1.5684245549993625,-0.3080727157383728,1
-0.9142837293342344,0.2414354379406657,-1
0.9774725171165444,-0.5392278682208735,1
0.8151398269872916,0.5459061462555346,-1
0.9333807896361466,0.2824979590181433,-1
-0.1598189281128303,0.958424598202535,-1
1.0157716348967034,0.1040363061199457,-1
1.681955049048121,-0.2526630863727953,1
1.9565890907399897,0.1982040082417203,1
